"","entidad","munici","ds2","ds3","ds5a","ds6","ds7","ds8","ds10","ds16","ds21","tb02","dm1b","dm1d","di1a","di1b","di1c","di1d","di1e","di1f","di1h","al1","di1g","ds9","ds14","ds22","ds23","tb06","dm4b","dm4d","di4a","di4b","di4c","di4d","di4e","di4f","di4h","al3"
"300",0,0,0,0.6,1,0,0,0.5,0,0.285714285714286,0,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.272727272727273,0.333333333333333,0.285714285714286,1,1,1,1,1,1,1,1,1,0.142857142857143
"304",0,0,0,0,1,1,0,1,1,0.714285714285714,1,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,0.0769230769230769,1,1,1,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"305",0,0,1,0.2,0,0,0,0.5,1,0.785714285714286,0,0.25,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,0,0.272727272727273,0.333333333333333,1,1,1,1,1,1,1,1,1,1,0.142857142857143
"308",0,0,1,0.4,1,0.4,0,0.5,0,0.642857142857143,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.272727272727273,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"310",0,0,0,0.8,0,0,0,0.5,0,0.428571428571429,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0,1,0,0.333333333333333,0.285714285714286,1,1,1,1,1,1,1,1,1,0
"311",0,0,1,0.2,1,0,0,0.5,1,0.785714285714286,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0408163265306122,0,0.363636363636364,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"319",0,0,0,0,0,1,0.6,1,0,0.428571428571429,1,0.125,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,1,1,0.142857142857143,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"320",0,0,0,0.8,1,0,0,0.5,0,0.285714285714286,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,0,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"321",0,0,1,1,0,1,0,0.5,0,0.428571428571429,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0,1,0.0909090909090909,0.333333333333333,0.285714285714286,1,1,1,1,1,1,1,1,1,0.285714285714286
"322",0,0,1,0.2,1,0,1,0.5,1,0.785714285714286,0,0.125,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,0,0.0909090909090909,0.333333333333333,0.142857142857143,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"330",0,0,1,1,1,0.4,0,0.5,1,0.785714285714286,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1,0.125,0,0,0,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,1
"331",0,0,0,0.4,1,1,0.6,0,0,1,1,0.125,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,1,1,1,1,0.142857142857143,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"334",0,0,0,0.8,1,0.4,0,0.5,0,0.428571428571429,0,0,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0,1,0,0.333333333333333,0.142857142857143,1,1,0.571428571428571,1,1,1,1,1,1,0.142857142857143
"338",0,0,1,0.4,1,0.4,0,0.5,0,0.428571428571429,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.454545454545455,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.285714285714286
"340",0,0,1,0,1,0.2,1,0.5,0,0.357142857142857,1,0.125,0,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0.0510204081632653,1,1,1,0.142857142857143,0.142857142857143,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"341",0,0,0,0,1,0.2,1,0.5,0,0.357142857142857,0,0,0.125,0.125,0,0,0.125,0.125,0.125,0.125,0.125,0,0,0.0204081632653061,1,0.0909090909090909,1,0.142857142857143,1,1,0.142857142857143,0.142857142857143,1,1,1,1,1,0
"342",0,0,1,0,1,1,0,0.5,1,0.785714285714286,1,0,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,0,1,1,0.142857142857143,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"343",0,0,1,0.6,1,1,0,0.5,1,0.785714285714286,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,0,0.272727272727273,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.285714285714286
"344",0,0,0,0.4,1,0.2,0,0.5,0,0.642857142857143,0,0,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0,1,0,0.333333333333333,0.142857142857143,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"347",0,0,0,0,1,0.2,0,0.5,0,0.357142857142857,0,0.125,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.0909090909090909,1,0.142857142857143,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"350",0,0,1,0.8,1,0,0,0.5,1,0.785714285714286,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1,0.125,0,0,0.0909090909090909,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,1
"353",0,0,1,0.8,1,0,0,0.5,1,0.785714285714286,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0102040816326531,0,0.181818181818182,0,0.142857142857143,1,1,1,1,1,1,1,1,1,0.285714285714286
"355",0,0,0,0.2,1,0,0,0.5,0,0.428571428571429,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.181818181818182,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"357",0,0,1,1,1,0,0,0.5,1,0.785714285714286,0,0.25,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0,0,0.181818181818182,0,1,1,1,1,1,1,1,1,1,1,0.142857142857143
"358",0,0,0,0,1,1,1,0.5,0,0.428571428571429,1,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0102040816326531,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"359",0,0,0,0.6,1,0.6,0,0.5,0,0.428571428571429,0,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0102040816326531,1,0,0.333333333333333,1,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"364",0,0,1,0,0,1,0,1,1,0.714285714285714,1,0.25,0.125,0.125,0,0.125,0.125,0.125,0,0.125,0.125,0,0.125,0.0204081632653061,0.0769230769230769,1,1,1,1,1,0.142857142857143,1,1,1,0.142857142857143,1,1,0.142857142857143
"365",0,0,0,0.8,1,0,0,0.5,1,0.857142857142857,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0,0.153846153846154,1,1,0.428571428571429,1,1,1,1,1,1,1,1,1,0.428571428571429
"367",0,0,1,0.8,1,1,0,0.5,1,0.785714285714286,1,0.25,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,0,1,1,1,1,1,1,1,1,1,1,1,1,0.142857142857143
"368",0,0,1,1,1,0,0,0.5,1,0.785714285714286,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,0,0.0909090909090909,0.333333333333333,0.857142857142857,1,1,1,1,1,1,1,1,1,0.714285714285714
"369",0,0,1,0,1,1,0,0.5,1,0.785714285714286,1,0.125,0,0.125,0,0.125,0.125,0,0,0.125,0.125,0,0.125,0.0306122448979592,0.923076923076923,1,1,0.142857142857143,1,1,0.142857142857143,1,1,0.142857142857143,0.142857142857143,1,1,0.142857142857143
"370",0,0,0,0.2,1,1,0,0.5,1,0.642857142857143,1,0.125,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,0.461538461538462,1,1,0.142857142857143,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"377",0,0,1,0.6,1,0,0,0.5,1,0.785714285714286,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0102040816326531,0,0,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"379",0,0,0,1,1,0.8,0,0.5,0,0.642857142857143,0,0,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0,1,0,0,0.142857142857143,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"380",0,0,1,0.4,1,0.2,0,0.5,1,0.785714285714286,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,0,0.181818181818182,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"382",0,0,0,0.8,1,1,0,0.5,0,0.285714285714286,1,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0102040816326531,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"385",0,0,0,0.2,1,1,0,0.5,0,0.285714285714286,1,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0102040816326531,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"387",0,0,1,0,1,1,0,0.5,1,0.785714285714286,0,0.25,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,0.230769230769231,0.0909090909090909,1,1,0.142857142857143,1,1,1,1,1,1,1,1,0.142857142857143
"390",0,0,0,0.2,1,1,0,0.5,0,0,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0714285714285714,1,1,1,1,1,1,1,1,1,1,1,1,1,0.142857142857143
"394",0,0,1,0.4,1,0,0,0.5,1,0.785714285714286,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,0,0,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"395",0,0,0,0.2,1,1,0,1,0,0.357142857142857,1,0,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0612244897959184,1,1,1,0.142857142857143,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"404",0,0,1,0.2,0,1,0,0.5,0,1,0,0.25,0,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,0.181818181818182,0.333333333333333,1,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"406",0,0,0,0.4,1,0.4,0.6,0.5,0,1,0,0,0,0.125,0,0,0,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.0909090909090909,0,0.142857142857143,1,1,0.142857142857143,0.142857142857143,0.142857142857143,1,1,1,1,0
"408",0,0,1,0.2,1,0.2,0,0.5,1,0.785714285714286,0,0.25,1,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,1,0.0204081632653061,0,0.0909090909090909,0.333333333333333,1,1,1,0.285714285714286,1,1,1,1,1,1,0
"410",0,0,0,0.8,1,0,0,0.5,0,0.5,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0816326530612245,1,0.181818181818182,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"414",0,0,1,0.6,1,0,0,0.5,0,0.785714285714286,0,0.25,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1,0.125,0.0510204081632653,1,0.181818181818182,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1
"421",0,0,0,0,1,1,0,1,1,0.714285714285714,1,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0204081632653061,0.0769230769230769,1,1,1,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"425",0,0,1,0,0,1,0,1,1,0.714285714285714,1,0.25,0,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,0.0769230769230769,1,1,1,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"428",0,0,0,0.6,0,1,0,0.5,0,0.428571428571429,1,0,0,0.125,0,0,0,0.125,0,0.125,0.125,0,0,0.0510204081632653,1,1,1,0.142857142857143,0.142857142857143,1,1,0.428571428571429,0.142857142857143,1,1,1,1,0.142857142857143
"430",0,0,1,0,1,1,0,0.5,0,0.285714285714286,1,0.25,0,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,1,1,1,0.142857142857143,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"431",0,0,1,1,1,1,1,0.5,0,0.214285714285714,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0714285714285714,1,0,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"433",0,0,0,0.8,1,0,0,0.5,0,0.285714285714286,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"437",0,0,0,0.6,1,1,0.6,0.5,0,0.214285714285714,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"450",0,0,1,0.8,1,0,0,0.5,0,0.428571428571429,0,0.25,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.0909090909090909,0.333333333333333,1,1,1,1,1,1,1,1,1,1,0.285714285714286
"454",0,0,0,0.2,1,0,0,0.5,0,0.428571428571429,0,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,0.181818181818182,0.333333333333333,1,1,1,0.285714285714286,1,1,1,1,1,1,1
"457",0,0,1,0,0,1,0,1,0,0.214285714285714,1,0.25,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,1,1,1,1,1,1,1,1,1,1,1,1,0.142857142857143
"459",0,0,1,0.6,1,0,0,0.5,1,0.785714285714286,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,0,0.272727272727273,0.333333333333333,0.285714285714286,1,1,1,1,1,1,1,1,1,0.142857142857143
"467",0,0,1,0,1,1,1,1,1,0.714285714285714,1,0.25,0.125,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0612244897959184,1,1,1,1,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"475",0,0,0,0.4,1,0.2,0,0.5,0,0.285714285714286,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,0.0909090909090909,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"476",0,0,0,0.8,0,0,0,0.5,0,0.357142857142857,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.0909090909090909,0.333333333333333,0.285714285714286,1,1,1,1,1,1,1,1,1,0.142857142857143
"480",0,0,1,0,1,1,0,0.5,0,0.642857142857143,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.0909090909090909,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"484",0,0,1,0,1,1,0,0.5,1,0.785714285714286,1,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,0,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"485",0,0,1,0.2,1,1,0,0.5,0,0.428571428571429,1,0.125,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,1,1,0.142857142857143,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"486",0,0,1,0.4,1,0,0,0.5,1,0.785714285714286,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0714285714285714,0,0.181818181818182,1,0.285714285714286,1,1,1,1,1,1,1,1,1,0.285714285714286
"487",0,0,1,0.2,1,0,0,0.5,1,0.785714285714286,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,0,0.545454545454545,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"491",0,0,1,0,1,1,0,0.5,0,0.428571428571429,1,0.25,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.125,0,0.125,0.0306122448979592,1,1,1,1,1,1,1,1,1,1,0.142857142857143,1,1,0.142857142857143
"497",0,0,0,0.4,1,0.6,0,0.5,0,0.428571428571429,1,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"501",0,0,0,0.8,1,0,0,0.5,0,1,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0714285714285714,1,0.181818181818182,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"506",0,0,1,0.8,1,0.6,0,0.5,0,0.785714285714286,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,0.384615384615385,0.0909090909090909,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.285714285714286
"508",0,0,0,1,1,0,1,0.5,0,0.285714285714286,0,0,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0714285714285714,1,0.0909090909090909,0.333333333333333,0.142857142857143,1,1,0.142857142857143,1,1,1,1,1,1,0.285714285714286
"509",0,0,1,0.8,0,0,0,0.5,1,0.785714285714286,0,0.25,0,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1,0.125,0.0714285714285714,0.153846153846154,0,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1
"511",0,0,1,0.6,1,0,0,0.5,0,0.285714285714286,0,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0816326530612245,1,0.272727272727273,0.333333333333333,1,1,1,0.428571428571429,1,1,1,1,1,1,0.142857142857143
"512",0,0,0,0,1,1,0,1,1,0.714285714285714,1,0.25,1,1,0.125,0.125,0.125,0.125,0,0.125,0.125,1,0.125,0.0306122448979592,0.0769230769230769,1,1,1,1,1,1,1,1,1,1,1,1,1
"514",0,0,0,0.8,1,0,0,0.5,0,0.357142857142857,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,0.181818181818182,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"519",0,0,0,0.2,1,1,1,0.5,0,0,1,0,0.125,0.125,0,0,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0816326530612245,1,1,1,0.142857142857143,1,1,0.142857142857143,0.285714285714286,1,1,1,1,1,0.142857142857143
"520",0,0,1,0.2,0,1,0,0.5,1,0.714285714285714,1,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0714285714285714,0.461538461538462,1,1,1,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"525",0,0,0,0.6,0,0,0,1,0,0.285714285714286,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0714285714285714,1,0.272727272727273,0.333333333333333,0.285714285714286,1,1,1,1,1,1,1,1,1,1
"528",0,0,1,0.8,1,0.6,0,0.5,1,0.785714285714286,0,0.25,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,0.153846153846154,0.181818181818182,0.333333333333333,1,1,1,1,1,1,1,1,1,1,0.142857142857143
"529",0,0,1,0.8,0,0,0,0.5,1,0.857142857142857,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0408163265306122,0,0.272727272727273,0.333333333333333,0.571428571428571,1,1,1,1,1,1,1,1,1,0.285714285714286
"536",0,0,1,0.8,0,1,0,0.5,1,0.857142857142857,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0714285714285714,0.153846153846154,0.0909090909090909,0,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"537",0,0,0,0.8,1,0,0,0.5,0,0.285714285714286,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.0909090909090909,0.333333333333333,0.285714285714286,1,1,1,1,1,1,1,1,1,0.285714285714286
"540",0,0,0,0.4,1,0,0,0.5,0,0.285714285714286,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0714285714285714,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"543",0,0,1,0.8,1,1,0,0.5,1,0.857142857142857,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,0.153846153846154,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.285714285714286
"546",0,0,0,0.4,1,0,0,0.5,0,0,1,0.25,0,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0714285714285714,1,1,1,1,1,1,0.285714285714286,1,1,1,1,1,1,0.142857142857143
"558",0,0,1,0.2,0,1,0,0.5,0,0.285714285714286,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0612244897959184,1,0.0909090909090909,0.333333333333333,0.285714285714286,1,1,1,1,1,1,1,1,1,0.142857142857143
"564",0,0,1,0.6,0,0,0,0.5,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,0.363636363636364,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,1
"570",0,0,0,0.2,1,0,0,0.5,0,0.357142857142857,1,0.25,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,1,1,1,1,1,1,1,1,1,1,1,1,0.142857142857143
"572",0,0,1,0.8,1,0,0,0.5,1,0.785714285714286,0,0.125,0.125,0,0.125,0,0,0.125,0.125,0.125,0.125,0,0,0.0306122448979592,0,0.0909090909090909,0.333333333333333,0.142857142857143,1,0.285714285714286,1,0.142857142857143,0.142857142857143,1,1,1,1,0.142857142857143
"573",0,0,0,0.6,1,0,0,0.5,0,0.357142857142857,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,0.272727272727273,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,1
"579",0,0,0,0.2,1,0.2,0,0.5,0,0.214285714285714,0,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0,1,0.363636363636364,0.333333333333333,1,1,1,0.285714285714286,1,1,1,1,1,1,0.142857142857143
"581",0,0,1,0.6,1,0,0,0.5,0,0.428571428571429,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0102040816326531,1,0.0909090909090909,0,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"582",0,0,0,0,1,1,0,0.5,1,0.785714285714286,1,0,0.125,0.125,0,0.125,0.125,0.125,0,0.125,0.125,0,0.125,0.0408163265306122,0,1,1,0.142857142857143,1,1,0.142857142857143,1,1,1,0.142857142857143,1,1,0.142857142857143
"583",0,0,1,0.2,1,1,0,1,1,0.714285714285714,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,0.0769230769230769,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"587",0,0,0,0.6,1,1,0.6,0.5,0,0.214285714285714,0,0,0,0.125,0,0,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0714285714285714,1,0,0.333333333333333,0.142857142857143,0.571428571428571,1,0.142857142857143,1,1,1,1,1,1,0
"588",0,0,1,0.4,1,0,0,0.5,0,0.214285714285714,0,0.25,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1,0.125,0.0102040816326531,1,0.363636363636364,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1
"591",0,0,0,0.2,1,0,0,0.5,0,0.357142857142857,0,0,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1,0.125,0.0510204081632653,1,0.0909090909090909,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,1
"597",0,0,0,0.8,0,0.4,0,0.5,1,1,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0102040816326531,0.461538461538462,0.0909090909090909,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.285714285714286
"599",0,0,1,0.6,1,0,0,0.5,1,0.785714285714286,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0714285714285714,0,0.181818181818182,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.285714285714286
"602",0,0,0,0.4,1,1,0,0.5,0,0.285714285714286,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,0.0909090909090909,0.333333333333333,0.285714285714286,1,1,1,1,1,1,1,1,1,0.142857142857143
"604",0,0,0,0.4,1,1,0,0.5,0,0.285714285714286,1,0.25,0,0.125,0.125,0.125,0.125,0,0.125,0.125,0.125,0,0.125,0.0714285714285714,1,1,1,1,1,1,1,1,1,0.285714285714286,1,1,1,1
"607",0,0,1,0.8,1,0,0,0.5,1,0.785714285714286,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,0,0,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"608",0,0,1,1,1,1,0,0.5,0,0.285714285714286,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,0.0909090909090909,0.333333333333333,0.285714285714286,1,1,1,1,1,1,1,1,1,0.285714285714286
"609",0,0,1,1,1,0,0,0.5,1,0.785714285714286,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1,0.125,0,0,0,0,0.285714285714286,1,1,1,1,1,1,1,1,1,1
